,date,mag,st,loss,inj,fat,len,MD,Fatalities
26448,1986-08-02,1.0,TX,5.0,0,0,0.2,LD,no
26449,1986-08-02,1.0,CO,3.0,0,0,0.7,LD,no
26451,1986-08-03,1.0,CO,0.0,0,0,0.5,LD,no
26453,1986-08-05,1.0,MO,4.0,0,0,13.0,LD,no
26454,1986-08-06,1.0,VA,4.0,0,0,0.5,LD,no
26455,1986-08-06,1.0,SD,2.0,0,0,1.5,LD,no
26456,1986-08-06,2.0,NE,6.0,0,0,19.0,LD,no
26457,1986-08-06,1.0,NE,4.0,0,0,0.2,LD,no
26458,1986-08-07,1.0,MA,5.0,0,0,4.0,LD,no
26459,1986-08-07,1.0,NH,6.0,0,0,3.5,LD,no
26460,1986-08-07,1.0,NH,5.0,0,0,1.5,LD,no
26461,1986-08-07,1.0,ME,6.0,0,0,2.0,LD,no
26462,1986-08-07,1.0,ME,5.0,0,0,1.5,LD,no
26463,1986-08-07,1.0,RI,5.0,0,0,0.5,LD,no
26464,1986-08-07,1.0,NH,6.0,0,0,0.2,LD,no
26465,1986-08-07,2.0,RI,6.0,20,0,4.0,LD,no
26467,1986-08-07,1.0,IA,4.0,3,0,0.1,LD,no
26468,1986-08-08,1.0,RI,5.0,0,0,7.0,LD,no
26469,1986-08-08,1.0,RI,5.0,0,0,6.0,LD,no
26470,1986-08-08,1.0,MA,3.0,0,0,1.0,LD,no
26471,1986-08-08,1.0,MI,3.0,0,0,1.7,LD,no
26473,1986-08-09,2.0,FL,6.0,12,0,1.5,LD,no
26479,1986-08-10,1.0,ID,4.0,0,0,2.0,LD,no
26480,1986-08-10,1.0,TX,5.0,1,0,0.2,LD,no
26483,1986-08-14,1.0,IA,5.0,0,0,0.2,LD,no
26484,1986-08-15,2.0,NY,5.0,3,1,0.2,LD,no
26487,1986-08-17,1.0,TX,4.0,0,0,0.2,LD,no
26488,1986-08-20,2.0,NC,5.0,0,0,1.0,LD,no
26493,1986-08-23,1.0,NY,4.0,1,0,0.2,LD,no
26495,1986-08-24,1.0,ID,0.0,0,0,0.5,LD,no
26496,1986-08-25,1.0,WY,4.0,0,0,1.0,LD,no
26498,1986-08-25,1.0,FL,6.0,1,0,6.0,LD,no
26499,1986-08-26,2.0,OH,6.0,2,0,3.0,LD,no
26500,1986-08-26,2.0,MI,4.0,0,0,0.6,LD,no
26501,1986-08-26,1.0,MI,3.0,0,0,0.5,LD,no
26502,1986-08-26,2.0,MI,5.0,0,0,10.6,LD,no
26504,1986-08-26,2.0,IN,6.0,2,0,5.0,LD,no
26513,1986-09-03,2.0,WI,5.0,0,0,4.0,LD,no
26515,1986-09-05,1.0,MS,5.0,0,0,1.0,LD,no
26516,1986-09-05,1.0,NE,1.0,0,0,0.2,LD,no
26517,1986-09-05,1.0,NE,1.0,0,0,0.2,LD,no
26520,1986-09-10,1.0,MI,4.0,0,0,3.8,LD,no
26521,1986-09-10,2.0,MI,5.0,0,0,7.7,LD,no
26524,1986-09-16,1.0,MA,5.0,0,0,0.1,LD,no
26526,1986-09-18,1.0,WY,5.0,0,0,2.0,LD,no
26527,1986-09-18,2.0,CO,5.0,0,0,25.0,LD,no
26528,1986-09-18,3.0,KS,6.0,7,0,7.0,LD,no
26529,1986-09-18,3.0,KS,6.0,0,0,6.0,LD,no
26530,1986-09-18,3.0,NE,6.0,7,0,1.0,LD,no
26531,1986-09-18,2.0,NE,5.0,0,0,2.0,LD,no
26532,1986-09-18,2.0,NE,4.0,0,0,1.0,LD,no
26536,1986-09-22,1.0,IA,4.0,0,0,0.2,LD,no
26538,1986-09-23,2.0,PA,6.0,1,0,0.5,LD,no
26542,1986-09-24,2.0,CA,6.0,1,0,2.0,LD,no
26543,1986-09-24,2.0,IL,5.0,0,0,2.5,LD,no
26544,1986-09-24,1.0,SD,4.0,0,0,3.0,LD,no
26547,1986-09-24,1.0,SD,3.0,0,0,0.1,LD,no
26548,1986-09-24,1.0,SD,4.0,0,0,0.3,LD,no
26553,1986-09-26,1.0,WI,5.0,0,0,0.5,LD,no
26555,1986-09-26,2.0,OK,5.0,0,0,8.0,LD,no
26556,1986-09-28,2.0,WI,6.0,1,0,9.0,LD,no
26557,1986-09-28,4.0,IA,6.0,0,0,20.0,LD,no
26559,1986-09-28,1.0,IA,4.0,0,0,0.1,LD,no
26561,1986-09-28,2.0,IA,5.0,2,0,0.2,LD,no
26563,1986-09-29,1.0,OK,5.0,0,0,4.0,LD,no
26564,1986-09-29,2.0,OK,5.0,1,0,2.0,LD,no
26565,1986-09-29,1.0,IL,5.0,0,0,1.0,LD,no
26566,1986-09-29,1.0,IL,5.0,10,0,0.1,LD,no
26568,1986-09-29,2.0,MI,5.0,1,0,3.8,LD,no
26569,1986-09-29,2.0,IL,6.0,0,0,2.0,LD,no
26570,1986-09-29,2.0,OK,5.0,0,0,5.0,LD,no
26571,1986-09-29,2.0,OK,0.0,0,0,0.1,LD,no
26572,1986-09-29,2.0,IL,6.0,0,0,9.0,LD,no
26573,1986-09-29,2.0,MI,5.0,0,0,5.6,LD,no
26574,1986-09-29,1.0,MI,3.0,0,0,1.3,LD,no
26575,1986-09-29,1.0,NY,4.0,0,0,0.5,LD,no
26576,1986-09-30,2.0,PA,6.0,1,0,0.5,LD,no
26577,1986-09-30,1.0,TX,4.0,0,0,0.2,LD,no
26578,1986-10-01,2.0,NY,5.0,0,0,0.1,LD,no
26579,1986-10-01,2.0,PA,6.0,2,0,4.5,LD,no
26580,1986-10-01,3.0,WV,5.0,1,0,1.0,LD,no
26587,1986-10-01,1.0,OK,0.0,0,0,10.0,LD,no
26590,1986-10-02,1.0,OK,6.0,0,0,2.0,LD,no
26593,1986-10-02,1.0,TX,5.0,0,0,0.3,LD,no
26594,1986-10-02,1.0,TX,4.0,0,0,0.1,LD,no
26595,1986-10-02,1.0,MO,5.0,0,0,10.0,LD,no
26596,1986-10-03,2.0,MO,6.0,0,0,10.0,LD,no
26597,1986-10-03,2.0,PA,6.0,0,0,9.0,LD,no
26599,1986-10-04,1.0,WV,5.0,0,0,1.0,LD,no
26601,1986-10-14,3.0,VA,6.0,0,0,12.0,LD,no
26602,1986-10-14,3.0,VA,5.0,0,0,5.0,LD,no
26603,1986-10-14,2.0,VA,5.0,1,0,16.0,LD,no
26604,1986-10-14,2.0,VA,5.0,0,0,2.0,LD,no
26605,1986-10-29,1.0,FL,4.0,4,0,1.5,LD,no
26606,1986-11-04,1.0,TX,5.0,2,0,1.0,LD,no
26609,1986-11-07,2.0,LA,5.0,0,0,9.0,LD,no
26611,1986-11-08,2.0,MS,5.0,0,0,5.0,LD,no
26613,1986-11-08,1.0,MS,5.0,0,0,2.5,LD,no
26616,1986-11-18,1.0,AZ,5.0,0,0,0.5,LD,no
26617,1986-11-20,2.0,MS,5.0,0,0,5.0,LD,no
26618,1986-11-20,1.0,MS,5.0,4,0,0.5,LD,no
26619,1986-11-25,3.0,AL,6.0,4,0,44.0,LD,no
26620,1986-11-26,1.0,AL,5.0,2,0,5.0,LD,no
26621,1986-11-26,2.0,AL,5.0,1,0,8.0,LD,no
26622,1986-11-26,1.0,AL,5.0,2,0,21.0,LD,no
26626,1986-12-31,1.0,FL,5.0,7,0,1.0,LD,no
26634,1987-02-14,2.0,OK,6.0,1,0,3.5,LD,no
26635,1987-02-14,1.0,OK,0.0,0,0,3.8,LD,no
26636,1987-02-14,1.0,OK,5.0,0,0,0.2,LD,no
26637,1987-02-15,2.0,LA,5.0,4,0,3.0,LD,no
26638,1987-02-15,1.0,LA,4.0,0,0,0.3,LD,no
26639,1987-02-15,2.0,LA,5.0,3,0,3.5,LD,no
26641,1987-02-15,2.0,MS,5.0,2,0,3.0,LD,no
26642,1987-02-15,1.0,MS,4.0,0,0,0.8,LD,no
26643,1987-02-15,1.0,MS,4.0,0,0,12.0,LD,no
26644,1987-02-15,2.0,MS,5.0,2,0,3.0,LD,no
26645,1987-02-15,1.0,LA,4.0,0,0,1.0,LD,no
26646,1987-02-15,1.0,MS,4.0,0,0,1.2,LD,no
26647,1987-02-15,1.0,MS,5.0,0,0,10.0,LD,no
26648,1987-02-18,1.0,TX,5.0,0,0,0.2,LD,no
26649,1987-02-28,1.0,LA,5.0,0,0,5.0,LD,no
26650,1987-02-28,2.0,LA,5.0,2,0,7.0,LD,no
26652,1987-02-28,4.0,MS,7.0,350,6,35.0,LD,yes
26655,1987-03-14,1.0,NE,3.0,0,0,1.0,LD,no
26656,1987-03-14,1.0,NE,4.0,0,0,0.2,LD,no
26659,1987-03-16,1.0,TX,5.0,0,0,6.0,LD,no
26661,1987-03-17,1.0,TX,4.0,3,1,0.2,LD,no
26664,1987-03-17,1.0,MS,6.0,4,0,5.0,LD,no
26665,1987-03-17,1.0,MS,5.0,0,0,3.0,LD,no
26666,1987-03-17,1.0,MS,4.0,0,0,3.0,LD,no
26669,1987-03-17,1.0,LA,0.0,0,0,13.0,LD,no
26670,1987-03-17,1.0,MS,5.0,0,0,9.0,LD,no
26671,1987-03-18,1.0,MS,5.0,0,0,2.0,LD,no
26672,1987-03-20,1.0,NE,4.0,0,0,0.2,LD,no
26673,1987-03-22,3.0,TX,5.0,0,0,30.0,LD,no
26674,1987-03-22,1.0,KS,5.0,0,0,1.0,LD,no
26675,1987-03-22,2.0,OK,5.0,0,0,7.5,LD,no
26676,1987-03-22,2.0,OK,3.0,0,0,1.0,LD,no
26678,1987-03-22,1.0,OK,4.0,0,0,0.1,LD,no
26679,1987-03-22,2.0,OK,4.0,6,0,10.0,LD,no
26680,1987-03-22,1.0,OK,0.0,0,0,0.5,LD,no
26682,1987-03-23,1.0,OK,3.0,0,0,0.3,LD,no
26683,1987-03-23,1.0,OK,3.0,0,0,0.3,LD,no
26685,1987-03-29,1.0,MS,5.0,0,0,3.0,LD,no
26688,1987-03-29,1.0,MS,4.0,0,0,0.7,LD,no
26689,1987-03-30,1.0,VA,6.0,0,0,0.5,LD,no
26690,1987-03-31,2.0,NC,6.0,7,0,10.0,LD,no
26696,1987-04-11,1.0,IL,5.0,0,0,28.0,LD,no
26700,1987-04-13,1.0,IL,4.0,0,0,0.5,LD,no
26701,1987-04-13,1.0,IL,4.0,2,0,3.0,LD,no
26702,1987-04-13,1.0,AR,5.0,0,0,0.2,LD,no
26703,1987-04-14,1.0,IA,4.0,0,0,4.0,LD,no
26705,1987-04-14,1.0,IN,4.0,0,0,4.0,LD,no
26707,1987-04-14,1.0,IA,5.0,0,0,2.0,LD,no
26708,1987-04-15,2.0,FL,6.0,7,1,3.0,LD,no
26709,1987-04-15,2.0,FL,5.0,0,0,12.0,LD,no
26714,1987-05-03,2.0,KS,6.0,0,0,3.0,LD,no
26716,1987-05-03,1.0,TX,0.0,0,0,1.0,LD,no
26717,1987-05-03,1.0,TX,0.0,0,0,1.0,LD,no
26722,1987-05-12,1.0,CO,4.0,0,0,0.7,LD,no
26723,1987-05-13,1.0,FL,5.0,0,0,1.0,LD,no
26724,1987-05-13,1.0,MN,3.0,0,0,7.0,LD,no
26726,1987-05-14,1.0,MI,5.0,8,0,0.2,LD,no
26727,1987-05-16,1.0,NM,3.0,0,0,1.0,LD,no
26733,1987-05-17,1.0,CO,0.0,0,0,0.6,LD,no
26734,1987-05-18,2.0,KS,6.0,0,0,3.0,LD,no
26736,1987-05-18,1.0,KS,5.0,0,0,0.5,LD,no
26740,1987-05-19,1.0,OK,4.0,0,0,0.1,LD,no
26741,1987-05-19,1.0,NE,4.0,0,0,0.2,LD,no
26748,1987-05-20,1.0,IA,5.0,0,0,25.0,LD,no
26749,1987-05-20,1.0,IL,3.0,0,0,0.5,LD,no
26750,1987-05-20,1.0,MN,4.0,0,0,2.0,LD,no
26751,1987-05-20,1.0,IA,5.0,0,0,4.0,LD,no
26752,1987-05-21,2.0,AL,4.0,0,1,0.3,LD,no
26757,1987-05-22,4.0,TX,6.0,121,30,3.0,LD,yes
26761,1987-05-24,1.0,TX,0.0,0,0,2.0,LD,no
26765,1987-05-25,2.0,TX,0.0,0,0,6.0,LD,no
26768,1987-05-25,1.0,TX,0.0,0,0,2.0,LD,no
26770,1987-05-25,1.0,IN,5.0,0,0,0.2,LD,no
26772,1987-05-25,3.0,TX,4.0,0,0,3.0,LD,no
26774,1987-05-25,2.0,TX,0.0,0,0,11.0,LD,no
26776,1987-05-25,2.0,TX,0.0,0,0,6.0,LD,no
26778,1987-05-25,3.0,TX,5.0,0,0,3.0,LD,no
26779,1987-05-25,1.0,TX,0.0,0,0,10.0,LD,no
26785,1987-05-25,2.0,TX,4.0,0,0,2.0,LD,no
26787,1987-05-26,1.0,IA,6.0,0,0,36.0,LD,no
26788,1987-05-26,1.0,IA,5.0,0,0,1.0,LD,no
26789,1987-05-26,1.0,IA,4.0,0,0,1.0,LD,no
26793,1987-05-26,1.0,IA,4.0,0,0,0.2,LD,no
26795,1987-05-26,1.0,TX,4.0,0,0,0.3,LD,no
26801,1987-05-27,1.0,KS,5.0,0,0,9.0,LD,no
26802,1987-05-27,1.0,KS,5.0,0,0,1.0,LD,no
26804,1987-05-27,1.0,NV,0.0,0,0,6.0,LD,no
26809,1987-05-28,2.0,TX,0.0,0,0,13.0,LD,no
26810,1987-05-28,1.0,TX,0.0,0,0,3.0,LD,no
26816,1987-05-29,1.0,UT,3.0,0,0,0.2,LD,no
26821,1987-05-29,1.0,TX,0.0,0,0,4.0,LD,no
26822,1987-05-29,1.0,TX,0.0,0,0,2.0,LD,no
26823,1987-05-29,2.0,TX,5.0,3,0,8.0,LD,no
26828,1987-05-30,1.0,TX,0.0,0,0,2.5,LD,no
26829,1987-05-30,1.0,WA,0.0,0,0,1.0,LD,no
26831,1987-05-30,1.0,TX,0.0,0,0,4.0,LD,no
26834,1987-05-31,1.0,IA,3.0,0,0,8.0,LD,no
26840,1987-06-02,1.0,MI,3.0,0,0,1.0,LD,no
26843,1987-06-02,2.0,IL,4.0,0,0,0.1,LD,no
26847,1987-06-02,1.0,IL,3.0,0,0,1.5,LD,no
26848,1987-06-02,1.0,IL,5.0,0,0,0.7,LD,no
26851,1987-06-02,2.0,TX,4.0,0,0,6.0,LD,no
26853,1987-06-02,2.0,TX,4.0,0,0,7.5,LD,no
26856,1987-06-02,1.0,TX,0.0,0,0,3.0,LD,no
26861,1987-06-03,1.0,AL,4.0,0,0,0.3,LD,no
26867,1987-06-08,1.0,NE,1.0,0,0,0.1,LD,no
26868,1987-06-09,1.0,CO,0.0,0,0,0.1,LD,no
26869,1987-06-09,1.0,CO,0.0,0,0,2.0,LD,no
26870,1987-06-09,1.0,CO,3.0,0,0,0.5,LD,no
26873,1987-06-11,1.0,TX,4.0,4,1,1.5,LD,no
26876,1987-06-12,1.0,NE,4.0,2,0,0.2,LD,no
26880,1987-06-13,1.0,KY,4.0,0,0,0.6,LD,no
26886,1987-06-15,1.0,IN,4.0,0,0,0.2,LD,no
26887,1987-06-15,1.0,ID,5.0,0,0,0.1,LD,no
26894,1987-06-17,1.0,KS,0.0,0,0,2.9,LD,no
26895,1987-06-18,2.0,WY,5.0,0,0,7.0,LD,no
26896,1987-06-18,1.0,CO,4.0,0,0,1.0,LD,no
26898,1987-06-18,1.0,CO,0.0,0,0,0.2,LD,no
26900,1987-06-18,1.0,CO,0.0,0,0,0.5,LD,no
26901,1987-06-18,1.0,WY,4.0,1,0,0.8,LD,no
26904,1987-06-20,1.0,CO,0.0,0,0,0.3,LD,no
26905,1987-06-20,1.0,CO,0.0,0,0,0.2,LD,no
26906,1987-06-20,2.0,CO,0.0,0,0,1.0,LD,no
26907,1987-06-20,1.0,CO,0.0,0,0,1.0,LD,no
26910,1987-06-21,2.0,MI,6.0,6,1,0.3,LD,no
26916,1987-06-22,1.0,KS,4.0,0,0,0.2,LD,no
26918,1987-06-23,1.0,CO,0.0,0,0,0.2,LD,no
26919,1987-06-23,1.0,NE,5.0,0,0,0.2,LD,no
26923,1987-06-23,1.0,CO,0.0,0,0,0.5,LD,no
26924,1987-06-23,1.0,CO,0.0,0,0,0.3,LD,no
26925,1987-06-23,1.0,CO,0.0,0,0,0.3,LD,no
26926,1987-06-24,1.0,CO,0.0,0,0,0.8,LD,no
26928,1987-06-24,1.0,NE,4.0,0,0,0.1,LD,no
26930,1987-06-24,1.0,CO,0.0,0,0,0.6,LD,no
26931,1987-06-24,1.0,CO,0.0,0,0,0.6,LD,no
26932,1987-06-24,1.0,CO,0.0,0,0,1.0,LD,no
26933,1987-06-24,1.0,CO,0.0,0,0,0.5,LD,no
26934,1987-06-24,1.0,CO,0.0,0,0,0.6,LD,no
26940,1987-06-27,2.0,OH,5.0,0,0,1.5,LD,no
26942,1987-06-27,1.0,KS,5.0,0,0,0.2,LD,no
26943,1987-06-27,1.0,NE,1.0,0,0,0.1,LD,no
26949,1987-06-28,1.0,MN,5.0,0,0,16.0,LD,no
26950,1987-06-28,1.0,WI,5.0,0,0,0.6,LD,no
26951,1987-06-28,1.0,CO,0.0,0,0,2.0,LD,no
26954,1987-06-29,1.0,MI,4.0,0,0,3.0,LD,no
26961,1987-06-29,1.0,MI,3.0,0,0,0.8,LD,no
26963,1987-06-29,1.0,PA,5.0,1,0,0.5,LD,no
26964,1987-06-29,1.0,MI,4.0,0,0,1.9,LD,no
26967,1987-06-30,1.0,CO,0.0,0,0,0.8,LD,no
26968,1987-06-30,1.0,MS,5.0,0,0,3.0,LD,no
26972,1987-07-01,1.0,TX,0.0,0,0,3.0,LD,no
26973,1987-07-01,2.0,TX,0.0,0,0,4.5,LD,no
26974,1987-07-01,2.0,TX,4.0,2,0,9.0,LD,no
26975,1987-07-02,2.0,CO,3.0,0,0,1.0,LD,no
26976,1987-07-02,1.0,NJ,5.0,0,0,1.0,LD,no
26977,1987-07-02,1.0,CO,0.0,0,0,0.2,LD,no
26978,1987-07-02,1.0,WI,5.0,0,0,0.2,LD,no
26979,1987-07-02,1.0,TX,0.0,0,0,2.0,LD,no
26980,1987-07-04,1.0,CO,0.0,0,0,0.8,LD,no
26981,1987-07-05,1.0,KS,5.0,2,0,1.5,LD,no
26982,1987-07-05,1.0,KS,5.0,0,0,1.0,LD,no
26983,1987-07-05,2.0,KS,5.0,0,0,0.2,LD,no
26992,1987-07-06,1.0,WI,6.0,0,0,0.3,LD,no
26993,1987-07-06,1.0,SD,0.0,0,0,0.1,LD,no
26995,1987-07-06,1.0,IL,3.0,0,0,0.1,LD,no
26997,1987-07-06,1.0,GA,4.0,0,0,0.7,LD,no
26998,1987-07-06,2.0,IN,6.0,3,0,0.9,LD,no
27005,1987-07-06,1.0,SD,3.0,0,0,1.0,LD,no
27010,1987-07-06,1.0,NE,4.0,0,0,0.3,LD,no
27012,1987-07-06,2.0,NE,5.0,0,0,4.0,LD,no
27013,1987-07-07,2.0,SD,0.0,0,0,8.0,LD,no
27014,1987-07-07,2.0,SD,0.0,0,0,6.0,LD,no
27015,1987-07-07,2.0,IA,5.0,0,0,2.0,LD,no
27016,1987-07-07,1.0,CO,0.0,0,0,0.2,LD,no
27017,1987-07-07,1.0,CO,0.0,0,0,0.2,LD,no
27018,1987-07-07,1.0,CO,0.0,0,0,0.2,LD,no
27019,1987-07-07,1.0,CO,0.0,0,0,0.2,LD,no
27020,1987-07-07,1.0,CO,0.0,0,0,1.5,LD,no
27021,1987-07-07,2.0,CO,4.0,0,0,5.0,LD,no
27022,1987-07-07,1.0,CO,0.0,0,0,0.5,LD,no
27023,1987-07-07,1.0,TX,5.0,0,0,0.5,LD,no
27027,1987-07-07,1.0,CO,0.0,0,0,0.5,LD,no
27029,1987-07-07,1.0,KS,5.0,0,0,1.0,LD,no
27030,1987-07-07,1.0,CO,0.0,0,0,0.2,LD,no
27034,1987-07-08,1.0,IA,4.0,0,0,1.0,LD,no
27035,1987-07-08,1.0,CO,0.0,0,0,0.2,LD,no
27036,1987-07-08,1.0,IA,4.0,0,0,1.0,LD,no
27037,1987-07-09,1.0,MI,3.0,2,0,0.1,LD,no
27038,1987-07-09,1.0,MI,2.0,0,0,20.0,LD,no
27040,1987-07-09,1.0,MI,0.0,0,0,2.7,LD,no
27041,1987-07-09,1.0,SD,3.0,0,0,0.5,LD,no
27047,1987-07-10,1.0,NE,5.0,0,0,0.5,LD,no
27048,1987-07-11,2.0,SD,4.0,0,0,5.0,LD,no
27050,1987-07-11,3.0,MI,4.0,0,0,71.0,LD,no
27052,1987-07-11,1.0,IA,5.0,0,0,5.0,LD,no
27055,1987-07-12,1.0,NJ,3.0,0,0,1.5,LD,no
27056,1987-07-12,1.0,WI,5.0,0,0,0.2,LD,no
27057,1987-07-12,1.0,VA,3.0,0,0,1.5,LD,no
27058,1987-07-12,1.0,MI,2.0,0,0,5.1,LD,no
27066,1987-07-14,1.0,TX,4.0,0,0,2.0,LD,no
27067,1987-07-14,2.0,TX,6.0,10,0,4.5,LD,no
27069,1987-07-14,1.0,IA,2.0,0,0,0.1,LD,no
27073,1987-07-15,1.0,IL,4.0,0,0,0.2,LD,no
27077,1987-07-17,1.0,NE,5.0,0,0,0.5,LD,no
27078,1987-07-17,1.0,CO,0.0,0,0,0.3,LD,no
27080,1987-07-18,1.0,ID,3.0,0,0,1.0,LD,no
27081,1987-07-18,1.0,MN,3.0,0,0,0.1,LD,no
27084,1987-07-18,1.0,IA,4.0,0,0,0.5,LD,no
27089,1987-07-21,1.0,ND,5.0,0,0,0.2,LD,no
27090,1987-07-21,4.0,WY,6.0,0,0,24.3,LD,no
27091,1987-07-21,2.0,NJ,3.0,3,0,0.5,LD,no
27092,1987-07-21,1.0,ND,4.0,0,0,0.2,LD,no
27094,1987-07-21,1.0,ND,4.0,0,0,0.2,LD,no
27100,1987-07-21,3.0,ND,5.0,0,0,1.0,LD,no
27105,1987-07-21,2.0,WY,0.0,0,0,5.0,LD,no
27107,1987-07-21,1.0,ID,4.0,0,0,0.2,LD,no
27112,1987-07-23,3.0,MN,7.0,0,0,5.0,LD,no
27115,1987-07-25,1.0,OH,4.0,0,0,0.5,LD,no
27116,1987-07-25,1.0,OH,4.0,0,0,1.0,LD,no
27119,1987-07-26,1.0,WI,5.0,0,0,0.2,LD,no
27121,1987-07-26,1.0,NJ,0.0,0,0,0.5,LD,no
27123,1987-07-27,3.0,MN,6.0,0,0,30.0,LD,no
27124,1987-07-27,1.0,MN,5.0,0,0,7.0,LD,no
27126,1987-07-29,1.0,IL,3.0,0,0,0.7,LD,no
27127,1987-07-29,1.0,LA,3.0,0,0,0.2,LD,no
27128,1987-07-29,1.0,GA,4.0,0,0,0.2,LD,no
27129,1987-07-29,1.0,IA,5.0,0,0,2.0,LD,no
27130,1987-07-29,2.0,IA,6.0,0,0,10.0,LD,no
27131,1987-07-30,2.0,NY,6.0,1,0,1.5,LD,no
27132,1987-07-30,1.0,IL,4.0,0,0,0.2,LD,no
27136,1987-08-02,1.0,FL,3.0,0,0,0.5,LD,no
27137,1987-08-02,1.0,NE,4.0,0,0,0.2,LD,no
27141,1987-08-05,2.0,SD,5.0,0,0,1.2,LD,no
27142,1987-08-05,1.0,SD,0.0,0,0,0.1,LD,no
27150,1987-08-07,1.0,CO,0.0,0,0,0.5,LD,no
27153,1987-08-09,1.0,PA,5.0,0,0,0.2,LD,no
27154,1987-08-09,1.0,OH,4.0,0,0,1.5,LD,no
27163,1987-08-14,1.0,WI,5.0,0,0,0.2,LD,no
27164,1987-08-15,1.0,SD,0.0,0,0,5.0,LD,no
27168,1987-08-15,2.0,MN,6.0,8,1,1.0,LD,no
27171,1987-08-16,1.0,WI,5.0,0,0,0.1,LD,no
27172,1987-08-16,1.0,WI,6.0,1,0,1.5,LD,no
27175,1987-08-16,2.0,IL,5.0,0,0,1.0,LD,no
27178,1987-08-17,1.0,NE,6.0,0,0,0.3,LD,no
27179,1987-08-17,2.0,NE,5.0,0,0,0.2,LD,no
27185,1987-08-21,1.0,IA,5.0,0,0,1.0,LD,no
27186,1987-08-21,1.0,IA,5.0,0,0,1.0,LD,no
27187,1987-08-21,1.0,FL,4.0,0,0,1.0,LD,no
27188,1987-08-21,1.0,FL,5.0,6,0,2.0,LD,no
27193,1987-08-27,1.0,KY,4.0,0,0,0.2,LD,no
27196,1987-08-31,2.0,SC,5.0,2,0,0.2,LD,no
27197,1987-09-01,1.0,FL,5.0,3,0,1.0,LD,no
27199,1987-09-05,1.0,MN,3.0,0,0,2.0,LD,no
27200,1987-09-09,1.0,TX,4.0,0,0,0.9,LD,no
27202,1987-09-09,1.0,TX,0.0,0,0,10.0,LD,no
27206,1987-09-11,1.0,TX,0.0,0,0,0.2,LD,no
27210,1987-09-13,1.0,NC,5.0,0,0,0.2,LD,no
27212,1987-09-16,1.0,MO,4.0,0,0,0.2,LD,no
27215,1987-09-22,1.0,AZ,3.0,0,0,0.5,LD,no
27216,1987-10-11,1.0,FL,5.0,0,0,0.2,LD,no
27217,1987-11-10,1.0,SC,4.0,0,0,0.7,LD,no
27220,1987-11-15,1.0,OK,4.0,0,0,0.1,LD,no
27221,1987-11-15,1.0,OK,3.0,0,0,3.2,LD,no
27222,1987-11-15,1.0,OK,4.0,0,0,1.0,LD,no
27223,1987-11-15,2.0,TX,6.0,8,0,1.5,LD,no
27224,1987-11-15,1.0,TX,5.0,0,0,3.0,LD,no
27225,1987-11-15,2.0,TX,6.0,12,2,10.0,LD,no
27226,1987-11-15,2.0,OK,4.0,1,0,1.5,LD,no
27227,1987-11-15,2.0,TX,6.0,2,3,10.0,LD,no
27228,1987-11-15,3.0,TX,7.0,59,1,10.5,LD,no
27229,1987-11-15,3.0,TX,7.0,81,4,33.0,LD,no
27230,1987-11-15,2.0,TX,5.0,0,0,6.0,LD,no
27231,1987-11-15,1.0,TX,0.0,0,0,0.2,LD,no
27232,1987-11-15,2.0,TX,6.0,9,0,7.0,LD,no
27233,1987-11-15,1.0,TX,0.0,0,0,0.2,LD,no
27234,1987-11-15,3.0,TX,7.0,116,1,48.0,LD,yes
27235,1987-11-15,3.0,TX,6.0,20,0,16.0,LD,no
27236,1987-11-15,3.0,TX,5.0,0,0,12.2,LD,no
27237,1987-11-15,3.0,LA,7.0,96,1,32.0,LD,no
27239,1987-11-15,1.0,LA,3.0,0,0,0.5,LD,no
27241,1987-11-15,1.0,LA,3.0,0,0,0.5,LD,no
27243,1987-11-16,1.0,LA,5.0,2,0,2.5,LD,no
27244,1987-11-16,1.0,MS,3.0,0,0,0.5,LD,no
27245,1987-11-16,1.0,TX,6.0,4,0,15.0,LD,no
27246,1987-11-16,1.0,LA,5.0,1,0,0.5,LD,no
27247,1987-11-16,1.0,MS,4.0,0,0,1.5,LD,no
27248,1987-11-16,2.0,MS,5.0,0,0,21.0,LD,no
27250,1987-11-16,1.0,LA,5.0,0,0,0.2,LD,no
27251,1987-11-16,1.0,LA,6.0,0,0,0.7,LD,no
27253,1987-11-16,1.0,LA,5.0,1,0,2.5,LD,no
27254,1987-11-16,1.0,MS,4.0,0,0,6.0,LD,no
27255,1987-11-16,1.0,MS,0.0,0,0,2.5,LD,no
27256,1987-11-16,1.0,MS,5.0,0,0,3.0,LD,no
27257,1987-11-16,2.0,MS,6.0,5,0,20.0,LD,no
27258,1987-11-16,2.0,MS,5.0,2,0,20.0,LD,no
27259,1987-11-16,1.0,MS,6.0,0,0,9.0,LD,no
27260,1987-11-16,1.0,MS,4.0,0,0,10.0,LD,no
27261,1987-11-16,2.0,MS,5.0,0,0,4.0,LD,no
27262,1987-11-16,1.0,MS,4.0,0,0,2.0,LD,no
27263,1987-11-16,2.0,MS,5.0,0,0,20.0,LD,no
27264,1987-11-16,1.0,MS,5.0,0,0,4.0,LD,no
27265,1987-11-16,1.0,MS,5.0,0,0,5.0,LD,no
27266,1987-11-16,1.0,MS,0.0,0,0,5.0,LD,no
27267,1987-11-16,1.0,MS,0.0,0,0,6.0,LD,no
